2017 다모아 빅데이터 기관정보 (대전),,,,,,,,,,,
번호,강좌지역,기관유형,기관분류,기관명,주소(도로명),대표전화,홈페이지,상태,비고,,
941,대전광역시 유성구,공공,청소년시설,유성청소년수련관,대전광역시 유성구 북유성대로 158,042-824-1318,http://happyyc1318.or.kr/,,추가,수집안됨,
942,대전광역시 중구,공공,복지관,대전늘푸른지역아동센터,대전광역시 중구 대종로 199번길 33,042-272-3004,http://www.npurun.org,,추가,수집안됨,
943,대전광역시 동구,공공,복지관,굿프랜드지역아동센터,"대전광역시 동구 대전시로 542번길 27, 2층(천동, 반석빌딩)",042-282-8899,http://happylog.naver.com/djgoodfriend.do,,추가,자료없음,
944,대전광역시 동구,공공,복지관,꿈동산지역아동센터,대전광역시 동구 신안길 23(2층)(신안동),042-672-5585,미운영,,추가,x,
945,대전광역시 동구,공공,복지관,꿈땅지역아동센터,대전광역시 동구 동서대로 1650(성남동),070-7715-0296,미운영,,추가,x,
946,대전광역시 동구,공공,복지관,나눔지역아동센터,대전광역시 동구 용운로132번길14-7(용운동),042-283-0177,미운영,,추가,x,
947,대전광역시 동구,공공,복지관,다모아지역아동센터,대전광역시 동구 용운로 135-1(용운동),042-284-0084,미운영,,추가,x,
948,대전광역시 동구,공공,복지관,대동지역아동센터,대전광역시 동구 대동초등3길 34(대동),042-625-5872,http://blog.naver.com/1004adong ,,추가,자료없음,
949,대전광역시 동구,공공,복지관,대전동부지역아동센터,대전광역시 동구 산내로 1295(낭월동),042-322-5381,미운영,,추가,x,
950,대전광역시 동구,공공,복지관,대전지역아동센터,대전광역시 동구 소랑길 10(삼성동),042-638-0045,미운영,,추가,x,
951,대전광역시 동구,공공,복지관,복동산지역아동센터,대전광역시 동구 대전시로 500-7(천동),042-285-5644,미운영,,추가,x,
952,대전광역시 동구,공공,복지관,삼성지역아동센터,대전광역시 동구 선화로 226(정동),042-222-6393,미운영,,추가,x,
953,대전광역시 동구,공공,복지관,새벽지역아동센터,대전광역시 동구 우암로 145(삼성동),042-632-0406,미운영,,추가,x,
954,대전광역시 동구,공공,복지관,새움지역아동센터,대전광역시 동구 동부로73번길 43(용운동),042-284-9995,미운영,,추가,x,
955,대전광역시 동구,공공,복지관,성남지역아동센터,대전광역시 동구 동서대로1590(성남동),042-626-0736,미운영,,추가,x,
956,대전광역시 동구,공공,복지관,세계중앙지역아동센터,대전광역시 동구 계족로358번길 67(성남동),042-636-0691,미운영,,추가,x,
957,대전광역시 동구,공공,복지관,신일지역아동센터,대전광역시 동구 새들모퉁이길 26(신흥동),042-274-9191,미운영,,추가,x,
958,대전광역시 동구,공공,복지관,예찬지역아동센터,대전광역시 동구 동서대로1778번길 49(가양2동),042-622-1530,미운영,,추가,x,
959,대전광역시 동구,공공,복지관,우리지역아동센터,대전광역시 동구 대동로20번길24-10(대동),042-624-7143,미운영,,추가,x,
960,대전광역시 동구,공공,복지관,은혜지역아동센터,"대전광역시 동구 계족로 184-61, 2층(자양동)",042-633-7790,미운영,,추가,x,
961,대전광역시 동구,공공,복지관,주랑지역아동센터,대전광역시 동구 동대전로 186,070-4015-0233,http://www.ion.or.kr/jurang,,추가,자료없음,
962,대전광역시 동구,공공,복지관,초록빛지역아동센터,대전광역시 동구 산내로 1352-16(낭월동),042-286-5242,미운영,,추가,x,
963,대전광역시 동구,공공,복지관,초롱지역아동센터,대전광역시 동구 태전로 182(삼성동),042-638-7717,미운영,,추가,x,
964,대전광역시 동구,공공,복지관,파랑새지역아동센터,"대전광역시 동구백룡로48번길79,2층(대동)",070-4025-8331,미운영,,추가,x,
965,대전광역시 동구,공공,복지관,파랑새휴먼지역아동센터,대전광역시 동구 한밭대로1237번길 45-14(용전동),042-632-0815,미운영,,추가,x,
966,대전광역시 동구,공공,복지관,파랑지역아동센터,대전광역시 동구 동대전로 284번길 55(가양2동),042-632-1322,미운영,,추가,x,
967,대전광역시 동구,공공,복지관,판암지역아동센터,"대전광역시 동구 동부로 39, 4층(판암2동)",042-322-2002,미운영,,추가,x,
968,대전광역시 동구,공공,복지관,한빛지역아동센터,"대전광역시 동구 옥천로 180번길15, 리라빌딩 301호(판암1동)",042-282-1318,미운영,,추가,x,
969,대전광역시 동구,공공,복지관,한샘지역아동센터,대전광역시 동구 동대전로 263(가양1동),042-673-0689,미운영,,추가,x,
970,대전광역시 동구,공공,복지관,해맑은지역아동센터,대전광역시 동구 계족로 483번길 20-4(용전동),042-624-1242,미운영,,추가,x,
971,대전광역시 동구,공공,복지관,홍도지역아동센터,대전광역시 동구 홍도로33번길 55(홍도동),042-626-5915,미운영,,추가,x,
972,대전광역시 중구,공공,복지관,대전성모지역아동센터,대전광역시 중구 대흥로28번길 24,042-226-5206,미운영,,추가,x,
973,대전광역시 중구,공공,복지관,참따란지역아동센터,대전광역시 중구 대종로 277,042-221-3201,미운영,,추가,x,
974,대전광역시 중구,공공,복지관,보문지역아동센터,대전광역시 중구 보문로 80,042-255-6962,미운영,,추가,x,
975,대전광역시 중구,공공,복지관,빛나는지역아동센터,대전광역시 중구 모암로13번길 12-2,042-286-9455,미운영,,추가,x,
976,대전광역시 중구,공공,복지관,대전문화지역아동센터,대전광역시 중구 천근로 16,042-587-7300,미운영,,추가,x,
977,대전광역시 중구,공공,복지관,남대전지역아동센터,대전광역시 중구 학고개로34번길 57,042-284-7179,미운영,,추가,x,
978,대전광역시 동구,공공,복지관,삼광지역아동센터,대전광역시 동구 대전로 320,042-272-4521,미운영,,추가,x,
979,대전광역시 중구,공공,복지관,지역아동센터,대전광역시 중구 보문로 310 대제빌딩,042-226-2729,미운영,,추가,x,
980,대전광역시 서구,공공,복지관,대전열방지역아동센터,대전광역시 서구 도솔로 240-1,042-528-1197,http://yolbangccc.com,,추가,자료없음,
981,대전광역시 대덕구,공공,복지관,대전새싹지역아동센터,대전광역시 대덕구 계족로663번길 30-9 주공아파트 (주공3단지 상가2층 208호),042-638-6566,http://happylog.naver.com/kimyeo6566.do,,추가,자료없음,
982,대전광역시 서구,공공,복지관,대전연세지역아동센터,대전광역시 서구 갈마중로38번길 20,042-533-7898,미운영,,추가,x,
983,대전광역시 중구,공공,복지관,선화지역아동센터,대전광역시 중구 선화로 81 세운빌딩 3층,042-242-0491,미운영,,추가,x,
984,대전광역시 중구,공공,복지관,성락지역아동센터,대전광역시 중구 선화로43번길 13,042-335-1123,미운영,,추가,x,
985,대전광역시 중구,공공,복지관,성민지역아동센터,대전광역시 중구 선화서로 118,042-223-5024,미운영,,추가,x,
986,대전광역시 중구,공공,복지관,함께하는지역아동센터,대전광역시 중구 용두로 23,042-223-9105,미운영,,추가,x,
987,대전광역시 중구,공공,복지관,성지행복한홈스쿨지역아동센터,대전광역시 중구 선화로81번길 118,042-222-7883,미운영,,추가,x,
988,대전광역시 중구,공공,복지관,미래지역아동센터,대전광역시 중구 오류로 72,042-524-8700,미운영,,추가,x,
989,대전광역시 중구,공공,복지관,사랑제일지역아동센터,대전광역시 중구 송리로 1,042-586-9904,미운영,,추가,x,
990,대전광역시 중구,공공,복지관,열린스쿨 지역아동센터,대전광역시 중구 보문산로171번길 16 연흥목화빌라,042-581-8002,http://cafe.daum.net/child8002,,추가,자료없음,
991,대전광역시 중구,공공,복지관,열두광주리지역아동센터,대전광역시 중구 수침로55번길 25,042-537-5012,http://cafe.naver.com/yeoldoo,,추가,자료없음,
992,대전광역시 대덕구,공공,복지관,비래지역아동센터,대전광역시 대덕구 우암로 396 지역아동센터,042-624-6392,미운영,,추가,x,
993,대전광역시 중구,공공,복지관,태평지역아동센터,대전광역시 중구 태평로 118 노성빌딩,042-524-3790,미운영,,추가,x,
994,대전광역시 서구,공공,복지관,천성지역아동센터,대전광역시 서구 도산로 429,042-525-4907,미운영,,추가,x,
995,대전광역시 대덕구,공공,복지관,극동지역아동센터,"대전광역시 대덕구 홍도로114번길 22 중원교회,샬롬유치원,극동지역아동센터",042-622-0090,미운영,,추가,x,
996,대전광역시 대덕구,공공,복지관,주보라지역아동센터,대전광역시 대덕구 우암로 460,042-631-2279,미운영,,추가,x,
997,대전광역시 대덕구,공공,복지관,성실지역아동센터,대전광역시 대덕구 선비마을로6번길 33 비래성실교회,042-638-7001,미운영,,추가,x,
998,대전광역시 서구,공공,복지관,카네이션노인복지센터,대전광역시 서구 유등로65번길 25,042-587-3400,미운영,,추가,x,
999,대전광역시 유성구,공공,복지관,카네이션재가노인복지센터,대전광역시 유성구 테크노4로 107 테크노존,042-867-0688,미운영,,추가,x,
1000,대전광역시 대덕구,공공,복지관,가나특수교육원,대전광역시 대덕구 신탄진로 218번길 57-9,070-7550-3025,http://www.withuse.net,,추가,자료없음,
1001,대전광역시 서구,공공,복지관,대전둔산노인복지센터,대전광역시 서구 둔산로 240번길 15,042-484-1219,미운영,,추가,x,
1002,대전광역시 서구,공공,복지관,삼천노인복지센터,대전광역시 서구 문정로 170번길 190,042-487-1500,미운영,,추가,x,
1003,대전광역시 서구,공공,복지관,대전광역시 서구건강체련관,대전광역시 서구 둔산서로 100 서구건강체련관 3층,042-488-3054,http://skwelfare.or.kr/,,추가,보류,
1004,대전광역시 서구,공공,시민사회단체,(사)대전시지체장애인협회 서구지회,대전광역시 서구 둔산서로 100 서구건강체련관 3층,042-483-3447,http://www.sgsky.or.kr/,,,자료없음,
1005,대전광역시 유성구,공공,복지관,대한노인회 대전유성구지회,대전광역시 유성구 동서대로 5번길 21-13,042-826-4610,미운영,,추가,x,
1006,대전광역시 서구,민간,직업훈련시설,한밭한옥직업전문학교,대전광역시 서구 원정길 7,042-584-8552,http://hanokacademy.org/,,추가,,
1007,대전광역시 대덕구,공공,시민사회단체,(사)국제문화교류단,"대전광역시 대덕구 한밭대로 988번길 89 2층 (오정동 102-1, 2층 )",042-485-8210,http://www.icea.kr/,,,자료없음,
1008,대전광역시 동구,공공,기타,대전광역시 동구보건소,대전광역시 동구 동구청로 147(가오동),042-251-6162,http://health.donggu.go.kr,,추가,자료통일성없음,
1009,대전광역시 중구,공공,기타,대전광역시 중구보건소,대전광역시 중구 산성로 63 중구보건소,042-580-2700,http://www.djjunggu.go.kr/html/health,,추가,자료통일성없음,
1010,대전광역시 서구,공공,기타,대전광역시 서구보건소,대전광역시 서구 만년로 74,042-288-4500,http://www.seogu.go.kr/health/main.do,,추가,자료없음,
1011,대전광역시 유성구,공공,기타,대전광역시 유성구보건소,대전광역시 유성구 유성대로730번길 51,042-611-5011,http://www.yuseong.go.kr/?page_id=10469,,추가,자료통일성없음,
1012,대전광역시 대덕구,공공,기타,대전광역시 대덕구보건소,대전광역시 대덕구 석봉로38번길 55,042-608-5411,http://www.daedeok.go.kr/chc/CHC.do,,추가,자료통일성없음,
1013,대전광역시 유성구,공공,복지관,유성구정신건강복지센터,대전광역시 유성구 유성대로730번길 51 유성구 보건소내 2층,042-825-3527,http://www.yesmental.or.kr,,추가,자료없음,
1014,대전광역시 서구,공공,시민사회단체,대전광역시 효지도사협회,대전광역시 서구 계룡로 637 정일빌딩 9층,042-531-0700,미운영,,,x,
1015,대전광역시 서구,공공,시민사회단체,대전교원시니어직능클럽 서부지역본부,대전광역시 서구 괴정로134번길 17,042-582-0058,미운영,,,x,
1016,대전광역시 서구,공공,국가 및 지자체,대전광역시자원봉사지원센터,"대전광역시 서구 둔산로 100 16층 자원봉사지원센터(둔산동, 대전광역시청)",042-270-2292,http://daejeonvc.tistory.com/,,추가,자료없음,
1017,대전광역시 서구,공공,국가 및 지자체,대전서구자원봉사센터,대전광역시 서구 서구 둔산서로100,042-489-7860,미운영,,추가,x,
1018,대전광역시 서구,공공,국가 및 지자체,대전광역시 청소년활동진흥센터,대전광역시 서구 둔산대로(만년동) 201 평송청소년문화센터 3층,042-488-0924,http://www.tjyvc.net/,,추가,자료없음,
1019,대전광역시 서구,공공,시민사회단체,대한노인회 대전서구지회,대전광역시 서구 신갈마로 211번길 31,042-526-4832,미운영,,,x,
1020,대전광역시 유성구,공공,문화예술,한밭문화마당,대전광역시 유성구 문화원로 40,042-825-6362,http://cafe.daum.net/snd2003,,추가,자료없음,
1021,대전광역시 서구,공공,학교,건양대학교 평생교육대학,대전광역시 서구 관저동로 158,042-600-6306,http://leaders.konyang.ac.kr/,,누락추가,운동/통일성없음,
1022,대전광역시 중구,공공,문화예술,대전문화재단,대전광역시 중구 중앙로 32,042-480-1000,https://www.dcaf.or.kr,,추가,공연자료,
1023,대전광역시 서구,민간,문화예술,대전예술가의집,대전광역시 중구 중앙로 32,042-480-1081,http://dah.dcaf.or.kr/,,추가,,
1024,대전광역시 서구,민간,문화예술,대전연극협회,대전광역시 중구 중앙로 32,042-223-0060,http://www.djdrama.kr/,,추가,,
1025,대전광역시 중구,공공,문화예술,대전효문화진흥원,대전광역시 중구 뿌리공원로 45,042-580-9000,http://www.k-hyo.kr,,추가,수집자료이미지,
,,,,,,,,,카페는 회원만 들어갈수있거나 수집자료가 없고,,
,,,,,,,,,블로그는 수집자료가 없거나 통일성이없음.,,
